hgnc	chrom	obs_lof	exp_lof
HGNC:14342	chr4	7.0	9.0138
HGNC:26277	chr1	2.0	2.7717
HGNC:32070	chr1	4.0	8.6949
HGNC:23136	chr1	11.0	16.631
HGNC:11874	chr1	15.0	21.184
HGNC:11644	chr1	9.0	18.546
HGNC:3435	chr2	24.0	42.96
HGNC:23137	chr2	8.0	16.954
HGNC:25467	chr2	5.0	39.373
HGNC:24415	chr2	2.0	5.9304
HGNC:16943	chr2	2.0	6.5717
HGNC:10488	chr1	3.0	3.451
HGNC:16615	chr1	2.0	1.6695
HGNC:20086	chr2	37.0	72.082
HGNC:11264	chr1	2.0	1.2546
HGNC:20869	chr2	1.0	12.098
HGNC:30015	chr1	20.0	16.115
HGNC:28951	chr2	5.0	31.272
HGNC:10499	chr1	0.0	1.738
HGNC:10489	chr1	0.0	1.779
HGNC:11765	chr2	1.0	8.5091
HGNC:25316	chr1	11.0	19.769
HGNC:26868	chr2	3.0	15.706
HGNC:4043	chr2	1.0	16.738
HGNC:2410	chr2	6.0	9.0084
HGNC:25987	chr4	6.0	7.8937
HGNC:32305	chr1	10.0	7.1632
HGNC:7941	chr2	2.0	3.7035
HGNC:21526	chr4	5.0	11.012
HGNC:439	chr2	21.0	23.358
HGNC:4086	chr4	10.0	20.987
HGNC:441	chr2	18.0	20.29
HGNC:4081	chr4	3.0	25.348
HGNC:30130	chr4	10.0	18.508
HGNC:27194	chr4	15.0	15.363
HGNC:437	chr2	26.0	24.266
HGNC:21732	chr4	7.0	26.128
HGNC:18536	chr4	26.0	47.319
HGNC:16633	chr4	7.0	8.9726
HGNC:1888	chr3	0.0	5.629
HGNC:25829	chr4	13.0	20.516
HGNC:22951	chr2	30.0	41.783
HGNC:21490	chr2	6.0	4.9298
HGNC:9141	chr1	8.0	10.309
HGNC:21199	chr1	21.0	32.79
HGNC:2032	chr3	6.0	10.057
HGNC:30257	chr1	0.0	10.566
HGNC:19006	chr1	2.0	51.87
HGNC:14429	chr1	3.0	2.0232
HGNC:26562	chr1	25.0	39.652
HGNC:26539	chr1	33.0	39.64
HGNC:2213	chr2	55.0	122.52
HGNC:25599	chr1	10.0	23.15
HGNC:30935	chr1	28.0	29.328
HGNC:30691	chr3	12.0	23.571
HGNC:21591	chr3	6.0	9.1756
HGNC:28526	chr3	17.0	25.897
HGNC:6649	chr3	13.0	18.156
HGNC:18453	chr1	10.0	12.889
HGNC:22954	chr3	17.0	28.562
HGNC:20301	chr1	18.0	28.272
HGNC:1570	chr4	6.0	13.366
HGNC:24607	chr1	92.0	116.43
HGNC:799	chr1	2.0	52.017
HGNC:10921	chr3	35.0	44.081
HGNC:31837	chr3	5.0	12.965
HGNC:18455	chr3	3.0	4.3301
HGNC:26553	chr3	15.0	19.348
HGNC:26968	chr3	6.0	13.117
HGNC:3972	chr3	3.0	20.481
HGNC:6647	chr1	2.0	15.467
HGNC:3318	chr1	2.0	21.256
HGNC:29524	chr4	6.0	10.885
HGNC:20173	chr1	4.0	21.457
HGNC:25130	chr2	5.0	11.841
HGNC:5476	chr4	6.0	10.592
HGNC:19019	chr1	3.0	34.015
HGNC:28942	chr1	6.0	8.0086
HGNC:6026	chr2	9.0	7.2725
HGNC:705	chr2	0.0	17.775
HGNC:30636	chr1	3.0	4.8372
HGNC:1616	chr1	0.0	30.666
HGNC:28196	chr1	10.0	13.861
HGNC:11324	chr1	3.0	11.339
HGNC:14662	chr2	9.0	30.487
HGNC:17209	chr2	44.0	65.656
HGNC:262	chr1	4.0	8.3166
HGNC:18592	chr3	22.0	42.436
HGNC:26821	chr2	59.0	73.513
HGNC:18562	chr2	4.0	6.9009
HGNC:2395	chr2	7.0	10.397
HGNC:5956	chr2	3.0	12.702
HGNC:29302	chr3	28.0	45.851
HGNC:3372	chr3	3.0	25.867
HGNC:29322	chr2	15.0	48.939
HGNC:24002	chr3	7.0	19.142
HGNC:11773	chr3	6.0	22.813
HGNC:20388	chr3	2.0	2.9771
HGNC:25527	chr2	40.0	42.17
HGNC:19086	chr3	7.0	19.15
HGNC:18507	chr1	19.0	29.604
HGNC:30698	chr3	4.0	11.705
HGNC:3601	chr3	19.0	53.596
HGNC:28129	chr2	25.0	36.106
HGNC:30611	chr3	5.0	41.953
HGNC:26467	chr3	2.0	6.6001
HGNC:19197	chr3	14.0	16.149
HGNC:29866	chr1	8.0	67.124
HGNC:18509	chr1	12.0	21.322
HGNC:30812	chr2	18.0	41.254
HGNC:8943	chr3	6.0	18.391
HGNC:17078	chr3	10.0	84.188
HGNC:11449	chr2	8.0	16.484
HGNC:29558	chr1	11.0	23.586
HGNC:11272	chr1	57.0	144.62
HGNC:9404	chr3	10.0	38.644
HGNC:7183	chr1	22.0	16.424
HGNC:28894	chr1	16.0	19.539
HGNC:5395	chr1	21.0	29.333
HGNC:357	chr1	13.0	12.455
HGNC:26330	chr3	37.0	39.254
HGNC:3301	chr3	6.0	7.1675
HGNC:11006	chr3	16.0	26.33
HGNC:27610	chr3	5.0	6.5384
HGNC:3555	chr2	8.0	5.9088
HGNC:16381	chr3	3.0	14.493
HGNC:14442	chr2	10.0	26.511
HGNC:2505	chr2	0.0	8.9582
HGNC:5351	chr2	4.0	10.119
HGNC:10480	chr3	3.0	10.711
HGNC:18296	chr3	0.0	18.676
HGNC:24235	chr3	14.0	16.018
HGNC:25007	chr3	11.0	11.965
HGNC:24496	chr3	16.0	25.061
HGNC:25083	chr3	30.0	45.71
HGNC:29272	chr3	49.0	50.535
HGNC:1426	chr3	24.0	77.623
HGNC:7839	chr4	3.0	7.7276
HGNC:1800	chr4	10.0	25.987
HGNC:20751	chr4	7.0	184.26
HGNC:26801	chr4	20.0	16.908
HGNC:9646	chr4	61.0	117.54
HGNC:16507	chr3	6.0	13.465
HGNC:399	chr4	7.0	33.993
HGNC:25190	chr3	12.0	13.171
HGNC:28386	chr4	5.0	3.938
HGNC:29874	chr3	6.0	14.431
HGNC:10560	chr3	5.0	32.06
HGNC:9564	chr3	1.0	20.212
HGNC:20340	chr3	5.0	37.998
HGNC:13202	chr3	35.0	118.94
HGNC:25415	chr4	8.0	13.588
HGNC:28602	chr3	40.0	33.312
HGNC:12605	chr3	11.0	9.388
HGNC:4378	chr3	3.0	31.741
HGNC:23696	chr3	0.0	26.454
HGNC:20569	chr3	3.0	29.366
HGNC:9692	chr3	8.0	12.002
HGNC:4877	chr3	6.0	9.5577
HGNC:19005	chr3	5.0	18.676
HGNC:16643	chr3	7.0	54.721
HGNC:10369	chr4	0.0	10.194
HGNC:27321	chr4	0.0	5.1949
HGNC:30327	chr3	5.0	7.6627
HGNC:21398	chr3	10.0	17.243
HGNC:2959	chr3	9.0	13.979
HGNC:24763	chr3	21.0	32.694
HGNC:30358	chr4	2.0	21.545
HGNC:582	chr4	10.0	38.524
HGNC:18439	chr3	17.0	33.011
HGNC:18358	chr3	29.0	45.589
HGNC:14630	chr3	21.0	28.867
HGNC:26591	chr3	11.0	23.788
HGNC:28623	chr3	3.0	5.3277
HGNC:8739	chr3	18.0	21.855
HGNC:30855	chr3	1.0	61.22
HGNC:26190	chr3	18.0	38.647
HGNC:24697	chr3	20.0	34.805
HGNC:4604	chr4	5.0	4.6154
HGNC:10642	chr4	7.0	5.095
HGNC:9240	chr4	2.0	3.5978
HGNC:8861	chr4	2.0	2.996
HGNC:31865	chr4	10.0	14.684
HGNC:4602	chr4	2.0	5.3027
HGNC:17479	chr4	5.0	16.529
HGNC:16494	chr3	11.0	14.958
HGNC:26374	chr4	47.0	61.963
HGNC:2298	chr3	25.0	26.478
HGNC:4699	chr3	18.0	18.991
HGNC:15597	chr3	38.0	48.862
HGNC:25181	chr3	9.0	9.6566
HGNC:17008	chr3	2.0	72.909
HGNC:10481	chr3	3.0	26.863
HGNC:30598	chr3	0.0	22.566
HGNC:18602	chr2	7.0	7.9171
HGNC:24844	chr2	7.0	8.3351
HGNC:12516	chr2	0.0	1.4908
HGNC:26498	chr2	3.0	18.768
HGNC:13813	chr2	21.0	38.37
HGNC:30041	chr2	107.0	102.49
HGNC:30613	chr2	3.0	15.329
HGNC:29198	chr3	4.0	6.8617
HGNC:17273	chr3	52.0	82.959
HGNC:11780	chr3	32.0	35.631
HGNC:28945	chr2	2.0	38.529
HGNC:18470	chr3	6.0	18.497
HGNC:24357	chr3	12.0	29.843
HGNC:11891	chr3	5.0	7.829
HGNC:30927	chr3	27.0	29.555
HGNC:6741	chr3	6.0	20.609
HGNC:14673	chr3	52.0	71.905
HGNC:1602	chr3	2.0	9.1873
HGNC:15572	chr3	1.0	2.7832
HGNC:14676	chr3	12.0	16.995
HGNC:25976	chr3	7.0	12.396
HGNC:29816	chr3	16.0	22.465
HGNC:30323	chr3	13.0	26.394
HGNC:12933	chr3	0.0	29.049
HGNC:20989	chr3	10.0	8.1639
HGNC:25154	chr1	0.0	2.552
HGNC:13050	chr1	30.0	58.703
HGNC:30413	chr3	6.0	16.769
HGNC:25489	chr3	13.0	73.901
HGNC:4581	chr1	4.0	47.637
HGNC:26259	chr1	6.0	23.157
HGNC:25674	chr1	4.0	14.068
HGNC:30587	chr1	4.0	18.345
HGNC:14353	chr1	16.0	16.031
HGNC:9195	chr3	1.0	7.6861
HGNC:14536	chr3	2.0	10.268
HGNC:26842	chr3	30.0	35.64
HGNC:24197	chr3	1.0	3.0381
HGNC:18483	chr3	18.0	22.082
HGNC:30544	chr3	7.0	11.221
HGNC:10381	chr3	6.0	24.91
HGNC:23116	chr3	6.0	38.796
HGNC:4882	chr1	11.0	13.006
HGNC:13556	chr3	49.0	72.501
HGNC:10012	chr3	8.0	13.325
HGNC:9972	chr3	14.0	24.323
HGNC:950	chr3	4.0	33.05
HGNC:11834	chr3	9.0	27.888
HGNC:9399	chr3	2.0	36.757
HGNC:30220	chr3	23.0	29.775
HGNC:20255	chr3	9.0	48.403
HGNC:29931	chr3	30.0	32.135
HGNC:30064	chr3	5.0	81.324
HGNC:29304	chr4	35.0	31.339
HGNC:30314	chr3	11.0	70.58
HGNC:683	chr3	11.0	35.331
HGNC:10904	chr4	4.0	12.231
HGNC:6701	chr4	12.0	16.636
HGNC:20713	chr3	6.0	14.868
HGNC:29955	chr3	5.0	16.674
HGNC:29119	chr3	0.0	25.734
HGNC:26661	chr3	22.0	26.218
HGNC:26046	chr3	9.0	13.511
HGNC:7037	chr3	28.0	33.91
HGNC:19656	chr4	30.0	20.467
HGNC:10504	chr4	2.0	2.5034
HGNC:19195	chr4	13.0	44.487
HGNC:26115	chr1	8.0	10.023
HGNC:2040	chr1	5.0	9.7112
HGNC:28795	chr1	4.0	9.6985
HGNC:15743	chr1	17.0	21.854
HGNC:28028	chr1	1.0	10.094
HGNC:10648	chr4	12.0	15.982
HGNC:28395	chr4	6.0	20.503
HGNC:15789	chr4	6.0	22.284
HGNC:25881	chr4	3.0	22.077
HGNC:4741	chr4	0.0	6.8723
HGNC:16041	chr4	9.0	16.393
HGNC:24244	chr4	13.0	20.557
HGNC:25143	chr4	12.0	22.99
HGNC:32389	chr4	12.0	14.128
HGNC:16089	chr4	1.0	8.0109
HGNC:1725	chr3	5.0	28.04
HGNC:1472	chr3	4.0	5.682
HGNC:16747	chr3	4.0	5.8954
HGNC:20729	chr3	18.0	25.638
HGNC:9103	chr3	25.0	90.749
HGNC:25714	chr3	14.0	18.76
HGNC:33499	chr3	14.0	34.341
HGNC:30376	chr3	10.0	11.728
HGNC:11269	chr4	5.0	8.6032
HGNC:1117	chr3	13.0	118.34
HGNC:586	chr3	27.0	44.913
HGNC:29239	chr4	22.0	42.45
HGNC:21148	chr3	22.0	73.485
HGNC:17041	chr4	18.0	43.005
HGNC:28486	chr4	22.0	29.452
HGNC:26111	chr4	20.0	22.701
HGNC:28788	chr3	1.0	21.448
HGNC:28207	chr3	17.0	24.32
HGNC:7381	chr3	55.0	54.528
HGNC:29123	chr3	1.0	62.398
HGNC:30247	chr3	3.0	10.469
HGNC:4594	chr3	7.0	27.094
HGNC:3073	chr3	2.0	12.518
HGNC:24488	chr3	12.0	20.873
HGNC:26506	chr3	7.0	13.834
HGNC:14404	chr4	11.0	24.671
HGNC:28826	chr3	2.0	15.879
HGNC:9005	chr4	0.0	11.482
HGNC:19225	chr4	2.0	8.2686
HGNC:9477	chr4	44.0	45.608
HGNC:7682	chr4	16.0	41.498
HGNC:5000	chr4	0.0	9.4803
HGNC:10532	chr4	2.0	8.2924
HGNC:17036	chr4	2.0	3.0588
HGNC:4808	chr4	1.0	5.0307
HGNC:6763	chr4	5.0	11.242
HGNC:543	chr4	22.0	21.717
HGNC:30713	chr4	8.0	28.254
HGNC:26118	chr4	25.0	29.303
HGNC:4685	chr4	17.0	30.35
HGNC:13587	chr4	3.0	14.63
HGNC:29356	chr4	13.0	17.814
HGNC:5154	chr4	9.0	12.555
HGNC:17180	chr4	19.0	18.584
HGNC:26342	chr4	10.0	10.491
HGNC:25633	chr4	17.0	18.814
HGNC:25312	chr4	16.0	22.517
HGNC:7956	chr4	4.0	10.938
HGNC:7958	chr4	5.0	10.304
HGNC:30782	chr4	7.0	47.027
HGNC:5977	chr4	1.0	8.3642
HGNC:34237	chr4	15.0	37.202
HGNC:21496	chr4	10.0	18.025
HGNC:29154	chr5	7.0	80.189
HGNC:14866	chr4	5.0	31.727
HGNC:24077	chr4	5.0	9.9551
HGNC:69	chr4	6.0	37.674
HGNC:24949	chr4	6.0	55.938
HGNC:17017	chr4	0.0	6.7302
HGNC:25587	chr4	7.0	25.442
HGNC:25099	chr4	24.0	36.358
HGNC:6137	chr5	29.0	66.611
HGNC:7193	chr5	6.0	8.4925
HGNC:16472	chr5	12.0	19.249
HGNC:3173	chr5	12.0	30.846
HGNC:28483	chr5	13.0	28.68
HGNC:26292	chr5	6.0	15.794
HGNC:28086	chr5	9.0	9.6335
HGNC:23245	chr5	6.0	9.344
HGNC:25287	chr5	14.0	39.979
HGNC:26353	chr5	26.0	30.658
HGNC:28862	chr5	1.0	150.32
HGNC:27752	chr5	13.0	24.694
HGNC:17416	chr5	110.0	249.56
HGNC:25198	chr5	11.0	20.1
HGNC:18058	chr5	14.0	11.262
HGNC:8895	chr5	6.0	19.571
HGNC:3539	chr5	8.0	9.6245
HGNC:28599	chr5	5.0	28.208
HGNC:35240	chr5	3.0	14.056
HGNC:25090	chr5	8.0	12.969
HGNC:40051	chr5	3.0	2.4281
HGNC:28164	chr5	18.0	18.048
HGNC:3538	chr5	7.0	9.8869
HGNC:24684	chr5	15.0	39.596
HGNC:25601	chr5	24.0	30.388
HGNC:13994	chr5	40.0	39.436
HGNC:7711	chr5	7.0	11.356
HGNC:18391	chr5	3.0	2.9143
HGNC:11244	chr5	1.0	4.1412
HGNC:5299	chr5	6.0	18.185
HGNC:3466	chr5	2.0	6.985
HGNC:21060	chr5	7.0	11.658
HGNC:24222	chr5	21.0	27.433
HGNC:25239	chr5	18.0	24.63
HGNC:18757	chr5	14.0	30.21
HGNC:33100	chr5	3.0	7.2989
HGNC:18332	chr5	10.0	14.019
HGNC:18825	chr5	13.0	27.005
HGNC:23409	chr4	15.0	19.558
HGNC:21622	chr6	26.0	36.926
HGNC:1504	chr4	4.0	13.338
HGNC:26575	chr4	28.0	28.911
HGNC:18173	chr5	43.0	48.995
HGNC:29499	chr5	45.0	48.461
HGNC:14305	chr5	101.0	131.77
HGNC:26810	chr5	37.0	52.501
HGNC:29276	chr4	9.0	16.867
HGNC:28187	chr5	2.0	6.4215
HGNC:24323	chr5	2.0	4.7076
HGNC:28611	chr5	9.0	101.1
HGNC:26776	chr5	17.0	33.05
HGNC:3126	chr5	3.0	30.277
HGNC:13208	chr5	11.0	17.035
HGNC:28110	chr5	5.0	17.56
HGNC:25758	chr5	0.0	27.047
HGNC:11849	chr4	16.0	30.34
HGNC:6371	chr4	24.0	33.627
HGNC:30728	chr5	6.0	15.815
HGNC:29682	chr5	33.0	42.478
HGNC:11730	chr5	7.0	44.829
HGNC:26441	chr5	31.0	28.55
HGNC:30520	chr5	7.0	12.278
HGNC:20951	chr6	0.0	3.0604
HGNC:16496	chr5	13.0	43.538
HGNC:6011	chr5	11.0	7.2641
HGNC:2434	chr5	0.0	5.9284
HGNC:16511	chr5	6.0	21.626
HGNC:24084	chr5	7.0	24.294
HGNC:4224	chr5	10.0	14.275
HGNC:29594	chr5	2.0	3.2237
HGNC:29571	chr5	4.0	3.6426
HGNC:16690	chr6	8.0	5.916
HGNC:11021	chr6	3.0	16.828
HGNC:4580	chr6	6.0	45.24
HGNC:21367	chr6	14.0	16.918
HGNC:3562	chr6	5.0	6.0552
HGNC:13532	chr5	2.0	7.6598
HGNC:21617	chr6	21.0	27.347
HGNC:1987	chr6	0.0	4.7622
HGNC:21094	chr6	5.0	5.8985
HGNC:11515	chr6	6.0	18.136
HGNC:24050	chr5	0.0	29.841
HGNC:21479	chr6	17.0	32.206
HGNC:16085	chr5	8.0	18.312
HGNC:21574	chr6	25.0	28.728
HGNC:21075	chr6	1.0	10.62
HGNC:14901	chr6	21.0	15.268
HGNC:21231	chr6	4.0	7.2186
HGNC:23041	chr6	14.0	19.324
HGNC:22564	chr7	13.0	15.965
HGNC:19665	chr6	10.0	66.3
HGNC:18729	chr6	3.0	0.83816
HGNC:18969	chr5	29.0	38.227
HGNC:25681	chr5	16.0	28.031
HGNC:16793	chr6	10.0	9.706
HGNC:21245	chr6	14.0	16.66
HGNC:11598	chr7	2.0	19.956
HGNC:28923	chr7	23.0	32.747
HGNC:22206	chr7	15.0	23.709
HGNC:11395	chr7	6.0	19.543
HGNC:16645	chr7	8.0	24.408
HGNC:19873	chr5	14.0	34.335
HGNC:25663	chr5	6.0	10.827
HGNC:10387	chr5	0.0	7.5633
HGNC:4845	chr5	2.0	34.784
HGNC:18565	chr5	8.0	10.358
HGNC:14857	chr7	37.0	50.419
HGNC:13804	chr7	1.0	11.41
HGNC:26475	chr7	0.0	17.527
HGNC:4536	chr7	1.0	9.2511
HGNC:16939	chr5	21.0	40.054
HGNC:10288	chr7	5.0	13.094
HGNC:9690	chr5	6.0	8.3285
HGNC:1471	chr5	7.0	12.903
HGNC:24154	chr7	17.0	38.454
HGNC:26902	chr5	4.0	12.829
HGNC:6280	chr6	4.0	17.239
HGNC:21202	chr6	45.0	52.227
HGNC:12902	chr7	8.0	28.305
HGNC:23097	chr7	11.0	19.746
HGNC:22402	chr7	7.0	7.8227
HGNC:11378	chr7	10.0	14.189
HGNC:30777	chr7	11.0	26.981
HGNC:19196	chr7	0.0	10.487
HGNC:21905	chr7	22.0	44.856
HGNC:21945	chr7	17.0	47.627
HGNC:20078	chr6	4.0	26.465
HGNC:15587	chr6	32.0	35.048
HGNC:21995	chr7	27.0	37.504
HGNC:4880	chr8	4.0	11.382
HGNC:32291	chr8	1.0	20.292
HGNC:3560	chr8	3.0	6.9955
HGNC:10848	chr7	0.0	12.334
HGNC:15669	chr6	2.0	14.931
HGNC:2198	chr7	9.0	77.591
HGNC:21184	chr6	32.0	72.955
HGNC:30599	chr8	11.0	12.886
HGNC:15827	chr7	6.0	31.982
HGNC:8889	chr7	10.0	9.0684
HGNC:1109	chr7	2.0	2.5315
HGNC:17880	chr7	7.0	54.968
HGNC:2527	chr8	17.0	19.16
HGNC:18122	chr8	1.0	11.421
HGNC:2897	chr8	10.0	65.867
HGNC:232	chr7	7.0	48.393
HGNC:26345	chr8	6.0	6.8612
HGNC:22429	chr7	18.0	18.455
HGNC:22247	chr7	17.0	16.106
HGNC:5026	chr8	6.0	21.121
HGNC:9717	chr8	7.0	10.969
HGNC:9811	chr8	3.0	30.31
HGNC:20303	chr8	17.0	16.788
HGNC:23032	chr8	2.0	9.35
HGNC:11909	chr8	5.0	19.199
HGNC:30362	chr8	10.0	14.641
HGNC:8930	chr7	24.0	26.994
HGNC:3343	chr7	1.0	7.48
HGNC:18861	chr8	1.0	16.102
HGNC:19291	chr8	46.0	196.88
HGNC:28971	chr8	30.0	37.505
HGNC:8491	chr7	13.0	24.0
HGNC:2764	chr8	6.0	2.3935
HGNC:26013	chr7	21.0	32.349
HGNC:2763	chr8	0.0	1.9184
HGNC:2765	chr8	6.0	2.1657
HGNC:1355	chr8	5.0	24.609
HGNC:2766	chr8	0.0	1.111
HGNC:18587	chr7	17.0	45.5
HGNC:15822	chr8	9.0	45.698
HGNC:26409	chr8	6.0	7.9683
HGNC:21718	chr7	2.0	5.9339
HGNC:4485	chr7	1.0	6.8254
HGNC:33194	chr7	1.0	7.4745
HGNC:28797	chr7	17.0	18.604
HGNC:7876	chr7	23.0	64.965
HGNC:29672	chr7	38.0	36.281
HGNC:1374	chr8	7.0	15.471
HGNC:24555	chr7	37.0	102.22
HGNC:1774	chr7	5.0	18.722
HGNC:11028	chr7	9.0	52.462
HGNC:23092	chr8	18.0	15.114
HGNC:24676	chr7	9.0	26.927
HGNC:21709	chr7	3.0	6.4006
HGNC:26946	chr7	3.0	4.1605
HGNC:4185	chr7	2.0	9.4288
HGNC:10241	chr5	12.0	20.676
HGNC:877	chr5	35.0	37.434
HGNC:23480	chr7	4.0	22.983
HGNC:2285	chr8	2.0	3.2488
HGNC:15830	chr8	3.0	9.7684
HGNC:12855	chr8	1.0	13.303
HGNC:14333	chr8	4.0	5.7013
HGNC:4044	chr8	22.0	29.112
HGNC:18831	chr8	8.0	10.282
HGNC:29683	chr8	14.0	16.589
HGNC:24535	chr8	20.0	34.092
HGNC:18549	chr8	11.0	15.755
HGNC:18022	chr8	6.0	8.509
HGNC:26048	chr8	12.0	62.011
HGNC:24500	chr8	15.0	81.532
HGNC:23399	chr9	83.0	89.198
HGNC:4234	chr8	14.0	17.331
HGNC:9279	chr8	4.0	18.664
HGNC:28396	chr8	46.0	62.327
HGNC:28984	chr8	39.0	68.346
HGNC:19909	chr9	0.0	3.6788
HGNC:19920	chr9	3.0	10.111
HGNC:19919	chr9	11.0	16.015
HGNC:11136	chr9	13.0	20.273
HGNC:19918	chr9	18.0	19.921
HGNC:8049	chr9	4.0	6.1979
HGNC:25203	chr8	3.0	9.2906
HGNC:9527	chr9	4.0	34.441
HGNC:29828	chr9	72.0	73.35
HGNC:12461	chr9	2.0	16.612
HGNC:19323	chr9	1.0	5.8333
HGNC:11491	chr9	2.0	34.114
HGNC:23641	chr9	14.0	13.451
HGNC:29	chr9	44.0	116.52
HGNC:7787	chr9	2.0	14.422
HGNC:14648	chr8	26.0	23.388
HGNC:18272	chr7	16.0	20.577
HGNC:3951	chr9	2.0	8.7049
HGNC:25844	chr8	4.0	12.522
HGNC:26328	chr8	3.0	4.6674
HGNC:26572	chr8	16.0	16.786
HGNC:23673	chr9	22.0	40.031
HGNC:29211	chr7	10.0	12.918
HGNC:17245	chr8	27.0	30.112
HGNC:30905	chr8	22.0	28.697
HGNC:16513	chr9	35.0	47.572
HGNC:402	chr9	4.0	27.325
HGNC:21577	chr6	12.0	36.897
HGNC:26527	chr8	18.0	36.607
HGNC:26464	chr9	21.0	40.886
HGNC:17496	chr9	7.0	25.113
HGNC:18632	chr9	48.0	68.22
HGNC:28144	chr9	11.0	14.715
HGNC:5044	chr9	0.0	30.895
HGNC:29580	chr7	17.0	10.613
HGNC:15985	chr9	29.0	155.92
HGNC:14006	chr7	17.0	38.28
HGNC:21750	chr7	5.0	4.3965
HGNC:26724	chr9	14.0	31.526
HGNC:3606	chr9	4.0	12.654
HGNC:28180	chr9	4.0	13.148
HGNC:12871	chr8	5.0	27.376
HGNC:19068	chr7	3.0	7.6031
HGNC:26535	chr9	45.0	68.188
HGNC:23427	chr9	7.0	20.433
HGNC:28721	chr9	4.0	3.9049
HGNC:8223	chr9	5.0	5.2631
HGNC:8212	chr9	5.0	6.5744
HGNC:16462	chr9	3.0	35.584
HGNC:2045	chr7	1.0	6.2845
HGNC:23375	chr9	4.0	73.316
HGNC:28148	chr9	9.0	11.105
HGNC:14542	chr9	10.0	80.916
HGNC:18320	chr9	1.0	12.012
HGNC:640	chr9	19.0	11.282
HGNC:19910	chr9	5.0	57.918
HGNC:636	chr9	4.0	14.211
HGNC:26454	chr9	11.0	17.756
HGNC:12666	chr9	1.0	37.478
HGNC:23215	chr9	23.0	40.122
HGNC:14559	chr9	8.0	20.727
HGNC:20295	chr13	4.0	24.275
HGNC:16870	chr9	34.0	36.068
HGNC:30964	chr10	26.0	39.822
HGNC:27346	chr10	1.0	7.667
HGNC:16348	chr10	19.0	46.796
HGNC:23112	chr11	25.0	138.28
HGNC:26344	chr11	24.0	34.087
HGNC:26736	chr10	6.0	44.693
HGNC:19833	chr14	1.0	19.701
HGNC:20360	chr14	4.0	19.819
HGNC:23199	chr10	6.0	4.6751
HGNC:20361	chr14	0.0	3.345
HGNC:12791	chr8	63.0	82.188
HGNC:23356	chr10	11.0	13.843
HGNC:12373	chr14	24.0	26.814
HGNC:1875	chr14	7.0	8.4822
HGNC:16987	chr13	5.0	23.091
HGNC:4646	chr14	2.0	22.76
HGNC:26911	chr10	0.0	9.0133
HGNC:20898	chr11	9.0	31.537
HGNC:29378	chr10	2.0	14.444
HGNC:23520	chr10	7.0	19.206
HGNC:3793	chr11	9.0	10.988
HGNC:6080	chr11	17.0	60.309
HGNC:691	chr11	1.0	5.9567
HGNC:6922	chr10	4.0	4.8146
HGNC:4284	chr13	17.0	6.5002
HGNC:18246	chr13	11.0	17.137
HGNC:23711	chr10	6.0	16.849
HGNC:26361	chr11	2.0	15.405
HGNC:20262	chr13	13.0	18.109
HGNC:31830	chr13	29.0	26.16
HGNC:26351	chr11	19.0	32.267
HGNC:30097	chr11	0.0	74.559
HGNC:16714	chr11	2.0	23.172
HGNC:17976	chr14	4.0	5.9903
HGNC:19742	chr14	13.0	14.372
HGNC:10346	chr14	2.0	3.2306
HGNC:20188	chr14	16.0	22.749
HGNC:23355	chr10	0.0	0.50302
HGNC:13012	chr10	5.0	7.8332
HGNC:20231	chr14	8.0	27.19
HGNC:18197	chr14	32.0	104.21
HGNC:10663	chr14	21.0	72.93
HGNC:25898	chr11	12.0	16.726
HGNC:659	chr14	0.0	4.1391
HGNC:20087	chr14	15.0	31.21
HGNC:23787	chr14	10.0	42.612
HGNC:14077	chr14	4.0	5.7478
HGNC:20487	chr14	5.0	13.81
HGNC:1806	chr13	2.0	10.696
HGNC:26360	chr13	4.0	12.808
HGNC:23437	chr10	17.0	17.963
HGNC:25340	chr13	2.0	19.935
HGNC:8522	chr14	1.0	12.621
HGNC:21536	chr10	7.0	10.81
HGNC:8052	chr10	7.0	14.942
HGNC:17748	chr14	5.0	22.516
HGNC:4531	chr13	7.0	8.0862
HGNC:25205	chr10	8.0	8.6825
HGNC:23514	chr10	7.0	18.795
HGNC:833	chr10	8.0	17.773
HGNC:17351	chr10	9.0	19.285
HGNC:17303	chr10	1.0	34.264
HGNC:26470	chr10	5.0	14.655
HGNC:12672	chr10	3.0	16.251
HGNC:27845	chr9	7.0	16.176
HGNC:26309	chr10	8.0	10.64
HGNC:10935	chr10	7.0	25.719
HGNC:26974	chr10	3.0	38.156
HGNC:23589	chr10	1.0	13.612
HGNC:28975	chr10	7.0	22.035
HGNC:30249	chr9	16.0	29.007
HGNC:25794	chr10	6.0	15.312
HGNC:14234	chr5	5.0	110.63
HGNC:9354	chr10	6.0	13.496
HGNC:17281	chr10	6.0	16.119
HGNC:24356	chr12	12.0	13.417
HGNC:11137	chr9	53.0	68.282
HGNC:26438	chr12	5.0	6.5715
HGNC:18667	chr9	20.0	27.159
HGNC:10667	chr9	20.0	21.456
HGNC:26526	chr9	19.0	23.43
HGNC:1367	chr9	7.0	7.9048
HGNC:12362	chr9	2.0	53.303
HGNC:4238	chr9	8.0	16.696
HGNC:17950	chr12	6.0	10.511
HGNC:28290	chr9	6.0	16.335
HGNC:21146	chr9	1.0	13.934
HGNC:23508	chr10	28.0	34.14
